country,year,population,beef,pig,poultry,sheep,beef_emissions,pig_emissions,poultry_emissions,sheep_emissions,total_meat_consumption,total_meat_emissions,country_name,region
NGA,2006,142.53799999999998,1.275,1.102,1.432,2.504,10904.157,1099.538132,1224.6864959999998,8565.963647999999,6.313,21794.345276,Nigeria,Africa
NGA,2007,146.34,1.568,1.115,1.462,2.497,13767.667200000002,1142.1837,1283.69448,8769.863519999999,6.6419999999999995,24963.408900000002,Nigeria,Africa
NGA,2008,150.27,1.528,1.129,1.5219999999999998,2.475,13776.753600000002,1187.58381,1372.26564,8926.038,6.654,25262.641050000002,Nigeria,Africa
NGA,2009,154.32499199999998,1.4969999999999999,1.143,1.556,2.469,13861.470781439997,1234.754260992,1440.778125312,9144.681725952,6.664999999999999,25681.684893695998,Nigeria,Africa
NGA,2010,158.503008,1.357,1.1520000000000001,1.36,2.543,12905.31491136,1278.168256512,1293.38454528,9673.755584256,6.412000000000001,25150.623297407998,Nigeria,Africa
NGA,2011,162.804992,1.508,1.166,1.071,2.064,14730.59567616,1328.814344704,1046.184878592,8064.708083711999,5.809,25170.302983167996,Nigeria,Africa
NGA,2012,167.228992,1.21,1.162,1.206,1.787,12140.824819200001,1360.240620928,1210.068986112,7172.117008896001,5.365,21883.251435136,Nigeria,Africa
NGA,2013,171.766,1.544,1.156,0.9890000000000001,1.919,15912.40224,1389.9304719999998,1019.259444,7910.854895999999,5.6080000000000005,26232.447051999996,Nigeria,Africa
NGA,2014,176.404992,1.511,1.117,0.981,1.916,15992.87657472,1379.3106324479998,1038.319782912,8111.807152128,5.525,26522.314142208,Nigeria,Africa
NGA,2015,181.136992,1.483,1.147,0.9940000000000001,1.912,16117.569548160001,1454.348908768,1080.301020288,8312.014288896,5.536,26964.233766112,Nigeria,Africa
NGA,2016,185.96,1.393,1.153,0.99,1.8319999999999999,15542.5368,1500.88316,1104.6024,8176.28928,5.368,26324.31164,Nigeria,Africa
NGA,2017,190.87299199999998,1.368,1.137,0.929,1.8319999999999999,15666.85518336,1519.158143328,1063.926057408,8392.303712255998,5.266,26642.243096352,Nigeria,Africa
NGA,2018,195.875008,1.3430000000000002,1.119,0.89,1.775,15783.608144640002,1534.288937664,1045.97254272,8344.275340799999,5.127000000000001,26708.144965824,Nigeria,Africa
NZL,1990,3.398,26.072,10.972000000000001,14.58,27.826,5315.55936,260.97999200000004,297.25704,2269.265952,79.44999999999999,8143.062344,New Zealand,Oceania
NZL,1991,3.446,24.03,10.554,14.887,29.771,4968.442800000001,254.58358800000002,307.80361200000004,2462.180784,79.242,7993.010784000001,New Zealand,Oceania
NZL,1992,3.503,24.801,10.968,15.298,29.918000000000003,5212.67418,268.946328,321.533364,2515.2660960000003,80.985,8318.419968,New Zealand,Oceania
NZL,1993,3.5639999999999996,24.151,11.593,16.837,21.451,5164.449839999999,289.22216399999996,360.0424079999999,1834.8327359999998,74.03200000000001,7648.547148,New Zealand,Oceania
NZL,1994,3.623,21.023000000000003,13.052999999999999,18.304000000000002,38.563,4569.979740000001,331.037133,397.8923520000001,3353.129976,90.94300000000001,8652.039201,New Zealand,Oceania
NZL,1995,3.675,28.218000000000004,12.425,22.268,30.028000000000002,6222.069,319.633125,491.0094,2648.4696000000004,92.93900000000001,9681.181125000001,New Zealand,Oceania
NZL,1996,3.717,29.057,12.508,21.561,15.187000000000001,6480.29214,325.445652,480.853422,1354.801896,78.313,8641.39311,New Zealand,Oceania
NZL,1997,3.752,25.258000000000003,11.86,20.901,26.156999999999996,5686.08096,311.49104,470.52331200000003,2355.385536,84.176,8823.480848,New Zealand,Oceania
NZL,1998,3.784,21.919,12.507,22.654,26.385,4976.48976,331.285416,514.336416,2396.18016,83.465,8218.291752000001,New Zealand,Oceania
NZL,1999,3.818,23.146,13.388,23.193,22.730999999999998,5302.285680000001,357.807688,531.305244,2082.8869919999997,82.458,8274.285604,New Zealand,Oceania
NZL,2000,3.859,23.267,13.382,24.555,25.484,5387.24118,361.487966,568.54647,2360.226144,86.688,8677.50176,New Zealand,Oceania
NZL,2001,3.908,21.663,12.548,26.459,27.061,5079.540239999999,343.26308800000004,620.410632,2538.1053119999997,87.731,8581.319271999999,New Zealand,Oceania
NZL,2002,3.963,16.952,12.959000000000001,28.701999999999998,20.607,4030.8465600000004,359.49561900000003,682.476156,1959.972984,79.22,7032.791319,New Zealand,Oceania
NZL,2003,4.022,23.15,13.784,31.078000000000003,24.336,5586.558,388.07473600000003,749.9742960000001,2349.105408,92.348,9073.71244,New Zealand,Oceania
NZL,2004,4.08,20.182000000000002,14.847000000000001,32.25,20.494,4940.5536,424.0303200000001,789.48,2006.77248,87.773,8160.8364,New Zealand,Oceania
NZL,2005,4.135,15.749,15.039000000000001,33.828,20.19,3907.3268999999996,435.30385500000006,839.27268,2003.6556,84.80600000000001,7185.559034999999,New Zealand,Oceania
NZL,2006,4.186,17.187,16.012,32.135,19.05,4316.68692,469.18362400000007,807.10266,1913.8392000000001,84.384,7506.812404,New Zealand,Oceania
NZL,2007,4.2330000000000005,20.094,16.083,30.451,17.335,5103.474120000001,476.55537300000003,773.3944980000001,1761.0973200000003,83.963,8114.521311000002,New Zealand,Oceania
NZL,2008,4.2780000000000005,20.143,16.066,30.258000000000003,13.529000000000002,5170.305240000001,481.11243600000006,776.6623440000002,1389.0494880000003,79.99600000000001,7817.129508000002,New Zealand,Oceania
NZL,2009,4.323,17.779,15.913,28.3,6.3839999999999995,4611.51702,481.543293,734.0454000000001,662.352768,68.376,6489.458481,New Zealand,Oceania
NZL,2010,4.37,17.165,14.81,28.78,5.909,4500.663,453.03790000000004,754.6116000000001,619.7359200000001,66.664,6328.04842,New Zealand,Oceania
NZL,2011,4.419,16.522000000000002,15.978,29.516,5.551,4380.64308,494.24747399999995,782.5872239999999,588.716856,67.567,6246.1946339999995,New Zealand,Oceania
NZL,2012,4.468,15.779000000000002,16.108,32.516999999999996,5.55,4230.034320000001,503.793808,871.7157359999999,595.1376,69.954,6200.681464000001,New Zealand,Oceania
NZL,2013,4.519,15.883,15.894,32.316,6.144,4306.51662,502.774902,876.2160240000001,666.3536640000001,70.23700000000001,6351.861210000001,New Zealand,Oceania
NZL,2014,4.5680000000000005,15.402000000000001,16.365,33.438,6.271,4221.380160000001,523.28724,916.4687040000002,687.5022720000001,71.476,6348.638376,New Zealand,Oceania
NZL,2015,4.615,13.864,17.787,33.715,5.867000000000001,3838.9416000000006,574.6090350000001,933.56835,649.8289200000002,71.233,5996.947905000001,New Zealand,Oceania
NZL,2016,4.659,12.519,17.451,37.348,5.518,3499.56126,569.129463,1044.0259919999999,617.000688,72.836,5729.717403,New Zealand,Oceania
NZL,2017,4.702,12.062999999999999,18.574,38.57,5.292999999999999,3403.2135599999997,611.344636,1088.1368400000001,597.3044639999998,74.5,5699.9995,New Zealand,Oceania
NZL,2018,4.743,11.837,18.934,39.619,4.24,3368.5734600000005,628.6277340000001,1127.4775020000002,482.64768000000004,74.63,5607.326376000001,New Zealand,Oceania
PAK,1990,107.648,4.334,0.0,1.3130000000000002,3.955,27992.785919999995,0.0,848.0509440000001,10217.94816,9.602,39058.785024,Pakistan,South Asia
PAK,1991,110.779,4.398,0.0,1.2309999999999999,4.125,29232.36252,0.0,818.2136939999999,10967.121,9.754,41017.697214,Pakistan,South Asia
PAK,1992,113.911,4.498,0.0,1.34,4.301,30742.30068,0.0,915.8444400000001,11758.349064,10.139,43416.494184,Pakistan,South Asia
PAK,1993,117.087,4.603,0.0,2.03,4.484,32337.08766,0.0,1426.1196599999998,12600.434592,11.116999999999999,46363.641912,Pakistan,South Asia
PAK,1994,120.363,4.716,0.0,2.207,4.68,34057.91448000001,0.0,1593.846846,13519.172159999998,11.603,49170.93348600001,Pakistan,South Asia
PAK,1995,123.777,4.8260000000000005,0.0,2.239,4.894,35840.86812000001,0.0,1662.820218,14538.351311999999,11.959,52042.039650000006,Pakistan,South Asia
PAK,1996,127.34899999999999,3.984,0.0,2.513,3.029,30441.50496,0.0,1920.1682219999998,9257.762904,9.526,41619.436086,Pakistan,South Asia
PAK,1997,131.05700000000002,4.484,0.0,2.67,2.9589999999999996,35259.575280000005,0.0,2099.5331400000005,9307.143912,10.113,46666.252332000004,Pakistan,South Asia
PAK,1998,134.843008,4.477,0.0,1.921,2.96,36221.52880896,0.0,1554.2005102080002,9579.247288319999,9.358,47354.976607488,Pakistan,South Asia
PAK,1999,138.624992,4.481,0.0,2.046,2.9589999999999996,37270.71534912,0.0,1701.7604017919998,9844.592431871999,9.485999999999999,48817.068182784,Pakistan,South Asia
PAK,2000,142.344,4.477,0.0,2.109,2.946,38236.44528,0.0,1801.2209759999998,10064.290175999999,9.532,50101.95643199999,Pakistan,South Asia
PAK,2001,145.97799999999998,4.489,0.0,2.138,2.9739999999999998,39317.714519999994,0.0,1872.6057839999994,10419.325727999998,9.600999999999999,51609.64603199999,Pakistan,South Asia
PAK,2002,149.55,4.505,0.0,2.189,2.988,40423.365,0.0,1964.1897000000001,10724.529600000002,9.682,53112.0843,Pakistan,South Asia
PAK,2003,153.09299199999998,4.507,0.0,2.248,2.987,41399.406896639994,0.0,2064.918276096,10974.930410496,9.742,54439.25558323199,Pakistan,South Asia
PAK,2004,156.66499199999998,4.538,0.0,2.237,2.9960000000000004,42656.744021759994,0.0,2102.7575226239996,11264.839584768,9.771,56024.341129151995,Pakistan,South Asia
PAK,2005,160.304,4.566,0.001,2.224,3.011,43916.883839999995,1.122128,2139.0965760000004,11584.208256000002,9.802,57641.31080000001,Pakistan,South Asia
PAK,2006,164.023008,5.816,0.001,2.9,2.201,57237.46887168,1.148161056,2854.0003392,8664.351374592,10.918000000000001,68756.968746528,Pakistan,South Asia
PAK,2007,167.808,5.862,0.0,3.0669999999999997,2.2,59021.42976,0.0,3088.0028159999993,8860.262400000001,11.129000000000001,70969.694976,Pakistan,South Asia
PAK,2008,171.648992,5.8870000000000005,0.0,3.2569999999999997,2.207,60629.85695424,0.0,3354.3646016639996,9091.903808256,11.350999999999999,73076.12536415999,Pakistan,South Asia
PAK,2009,175.52599999999998,5.944,0.0,3.484,2.194,62599.59263999999,0.0,3669.1955039999993,9242.497055999998,11.622,75511.28519999998,Pakistan,South Asia
PAK,2010,179.424992,5.999,0.0,3.78,2.177,64582.23162048,0.0,4069.35881856,9374.596982016,11.956,78026.18742105599,Pakistan,South Asia
PAK,2011,183.34,6.077999999999999,0.0,4.005,2.1590000000000003,66860.43119999999,0.0,4405.6602,9499.945440000001,12.241999999999999,80766.03683999999,Pakistan,South Asia
PAK,2012,187.28,6.108,0.0,4.223,2.151,68634.3744,0.0,4745.3006399999995,9668.14272,12.482,83047.81776,Pakistan,South Asia
PAK,2013,191.260992,6.194,0.0,4.457,2.21,71080.23506688,0.0,5114.701448063999,10144.483015679998,12.861,86339.41953062401,Pakistan,South Asia
PAK,2014,195.304992,6.228,0.0,4.785,2.187,72981.56941056,0.0,5607.2063203200005,10251.168420095999,13.2,88839.94415097599,Pakistan,South Asia
PAK,2015,199.427008,6.266,0.0,5.122999999999999,2.178,74976.57792768,0.0,6129.987371903999,10424.448562176,13.567,91531.01386176,Pakistan,South Asia
PAK,2016,203.631008,6.385,0.0,5.468999999999999,2.0909999999999997,78011.03916480001,0.0,6681.947896512,10219.018505471999,13.944999999999999,94912.005566784,Pakistan,South Asia
PAK,2017,207.90599999999998,6.513999999999999,0.0,5.819,2.086,81257.98103999998,0.0,7258.830083999999,10408.605983999998,14.418999999999999,98925.41710799998,Pakistan,South Asia
PAK,2018,212.22799999999998,6.4510000000000005,0.0,6.176,2.0580000000000003,82144.96968000001,0.0,7864.320768,10482.365376,14.685,100491.65582400002,Pakistan,South Asia
PER,1990,22.070999999999998,3.96,2.377,10.044,1.42,5244.0696,367.23936899999995,1330.086744,752.17968,17.801000000000002,7693.575393,Peru,Latin America
PER,1991,22.522,3.755,2.411,11.672,1.155,5074.2065999999995,380.103794,1577.2607039999998,624.3098399999999,18.993000000000002,7655.880937999998,Peru,Latin America
PER,1992,22.967,3.533,2.508,12.495999999999999,1.105,4868.54466,403.20865200000003,1721.9737919999998,609.08484,19.642,7602.811943999999,Peru,Latin America
PER,1993,23.408,3.4130000000000003,2.545,11.622,1.022,4793.490240000001,417.01352,1632.286656,574.151424,18.601999999999997,7416.941840000001,Peru,Latin America
PER,1994,23.851,3.185,2.5789999999999997,11.940999999999999,0.966,4557.9261,430.5821029999999,1708.8287459999997,552.961584,18.671,7250.298532999998,Peru,Latin America
PER,1995,24.299,3.388,2.612,13.09,0.972,4939.50072,444.282916,1908.44346,566.8470719999999,20.062,7859.074168,Peru,Latin America
PER,1996,24.754,3.4189999999999996,2.665,14.095,0.972,5078.035559999999,461.78587000000005,2093.44578,577.461312,21.151000000000003,8210.728522,Peru,Latin America
PER,1997,25.211,3.625,2.733,15.665,0.9990000000000001,5483.392499999999,482.311641,2369.5818899999995,604.458936,23.022,8939.744966999999,Peru,Latin America
PER,1998,25.658,3.638,2.205,16.523,1.013,5600.62824,396.03123,2543.682804,623.797296,23.378999999999998,9164.13957,Peru,Latin America
PER,1999,26.078000000000003,3.8160000000000003,2.028,17.38,1.271,5970.818880000001,370.20328800000004,2719.41384,795.4833120000001,24.495,9855.91932,Peru,Latin America
PER,2000,26.46,3.602,2.7680000000000002,17.653,1.2770000000000001,5718.5352,512.6889600000001,2802.59028,810.9460800000002,25.3,9844.76052,Peru,Latin America
PER,2001,26.799,3.554,2.772,17.588,1.278,5714.61876,520.007796,2828.0448720000004,821.978928,25.192,9884.650356000002,Peru,Latin America
PER,2002,27.101,3.6519999999999997,2.722,18.655,1.2329999999999999,5938.37112,516.382454,3033.41493,801.9727919999999,26.262,10290.141296000002,Peru,Latin America
PER,2003,27.372,3.758,2.698,19.11,1.25,6171.838559999999,516.947592,3138.4735199999996,821.1600000000001,26.816,10648.419671999998,Peru,Latin America
PER,2004,27.624000000000002,3.846,2.842,18.852999999999998,1.298,6374.51424,549.551856,3124.771632,860.542848,26.839,10909.380576,Peru,Latin America
PER,2005,27.866,4.029,2.9760000000000004,20.953000000000003,1.286,6736.32684,580.5045120000001,3503.257788,860.0562239999999,29.244000000000007,11680.145364,Peru,Latin America
PER,2006,28.101999999999997,4.165,3.076,22.6,1.28,7022.689799999999,605.092264,3810.6312,863.2934399999999,31.121000000000002,12301.706703999998,Peru,Latin America
PER,2007,28.333000000000002,4.16,3.2,24.248,1.26,7071.916800000001,634.6592,4122.111504,856.7899200000002,32.868,12685.477424,Peru,Latin America
PER,2008,28.561999999999998,4.0969999999999995,3.1830000000000003,27.244,1.222,7021.110839999999,636.3899220000001,4668.858768,837.666336,35.746,13164.025866,Peru,Latin America
PER,2009,28.793000000000003,4.077,3.1430000000000002,29.737,1.202,7043.34366,633.4747930000001,5137.3046460000005,830.6204640000001,38.159,13644.743563,Peru,Latin America
PER,2010,29.028000000000002,4.22,3.1910000000000003,31.201,1.193,7349.8895999999995,648.3984360000002,5434.215768000001,831.1296960000002,39.805,14263.6335,Peru,Latin America
PER,2011,29.264,4.328,3.1919999999999997,33.26,1.195,7599.27552,653.874816,5839.9238399999995,839.29152,41.975,14932.365696,Peru,Latin America
PER,2012,29.506999999999998,4.449,3.307,36.03,1.213,7876.598579999999,683.0575429999999,6378.823259999999,859.0077840000001,44.999,15797.487166999997,Peru,Latin America
PER,2013,29.774,4.5680000000000005,3.423,36.935,1.1909999999999998,8160.457920000002,713.414814,6598.21614,851.0600159999999,46.117000000000004,16323.148890000002,Peru,Latin America
PER,2014,30.09,4.563,3.6069999999999998,38.205999999999996,1.153,8238.0402,759.74241,6897.71124,832.65048,47.528999999999996,16728.14433,Peru,Latin America
PER,2015,30.471,4.506,3.8139999999999996,38.181999999999995,1.0959999999999999,8238.13956,813.5147579999999,6980.662331999998,801.5091839999999,47.59799999999999,16833.825833999996,Peru,Latin America
PER,2016,30.926,4.368,3.9139999999999997,40.296,1.102,8105.08608,847.3105479999999,7477.164575999999,817.930848,49.68,17247.492051999998,Peru,Latin America
PER,2017,31.444000000000003,4.229,4.103,41.705,1.067,7978.600560000002,903.1031240000001,7868.232120000001,805.217952,51.104,17555.153756,Peru,Latin America
PER,2018,31.989,4.242,4.131,44.467,1.054,8141.84028,925.025913,8534.729178,809.1937439999999,53.894000000000005,18410.789115,Peru,Latin America
PHL,1990,61.895,1.567,8.623,3.437,0.386,5819.367899999999,3736.044095,1276.39869,573.3952800000001,14.012999999999998,11405.205965,Phillipines,South Asia
PHL,1991,63.455,1.538,8.618,3.98,0.34700000000000003,5855.6274,3827.9863299999997,1515.3054,528.45324,14.483,11727.372370000001,Phillipines,South Asia
PHL,1992,65.02,1.6,7.894,4.159,0.36,6241.92,3592.87516,1622.5090799999998,561.7728,14.012999999999998,12019.07704,Phillipines,South Asia
PHL,1993,66.594,1.686,8.555,4.806,0.37799999999999995,6736.649039999999,3987.9816899999996,1920.3045839999997,604.1407679999999,15.425,13249.076081999998,Phillipines,South Asia
PHL,1994,68.181,1.855,8.658,4.919,0.39,7588.5453,4132.177685999999,2012.2940339999996,638.17416,15.822,14371.19118,Phillipines,South Asia
PHL,1995,69.78399999999999,2.1180000000000003,9.094,5.292999999999999,0.38799999999999996,8868.15072,4442.309871999999,2216.200271999999,649.8286079999999,16.893,16176.489471999997,Phillipines,South Asia
PHL,1996,71.402,2.345,11.386,5.862,0.37799999999999995,10046.2614,5690.882204,2511.351144,647.7589439999999,19.971,18896.253692,Phillipines,South Asia
PHL,1997,73.031,2.693,11.720999999999998,6.246,0.374,11800.348980000002,5991.974456999999,2736.9097560000005,655.5262560000001,21.033999999999995,21184.759449000005,Phillipines,South Asia
PHL,1998,74.672,2.635,11.953,6.109,0.37200000000000005,11805.643199999999,6247.880912,2737.0274879999997,666.6716160000001,21.069,21457.223216,Phillipines,South Asia
PHL,1999,76.32600000000001,3.17,12.392000000000001,6.322,0.38799999999999996,14517.205200000002,6620.8225440000015,2895.1978320000003,710.747712,22.272000000000002,24743.973288000005,Phillipines,South Asia
PHL,2000,77.992,3.3710000000000004,12.5,6.518,0.387,15774.661920000002,6824.300000000001,3050.111136,724.3896960000001,22.776,26373.462752,Phillipines,South Asia
PHL,2001,79.673,3.1489999999999996,12.714,6.928999999999999,0.377,15053.416619999998,7090.7376540000005,3312.325302,720.881304,23.168999999999997,26177.36088,Phillipines,South Asia
PHL,2002,81.365,3.2569999999999997,13.145999999999999,7.245,0.369,15900.348299999998,7487.370029999998,3536.93655,720.5684399999999,24.017,27645.223319999994,Phillipines,South Asia
PHL,2003,83.052,3.195,13.199000000000002,7.212999999999999,0.35600000000000004,15921.0684,7673.423436000002,3594.3244560000003,709.5962880000002,23.963,27898.412580000004,Phillipines,South Asia
PHL,2004,84.711,3.388,12.783,7.337999999999999,0.354,17220.052079999998,7580.024991,3729.6559079999997,719.7046559999999,23.863,29249.437635000002,Phillipines,South Asia
PHL,2005,86.32600000000001,3.0610000000000004,12.989,7.175,0.374,15854.633160000001,7849.018898,3716.3343,774.8621760000001,23.599,28194.848533999997,Phillipines,South Asia
PHL,2006,87.889,3.01,14.069,7.222,0.456,15872.7534,8655.572387,3808.406148,961.8572160000001,24.757,29298.589151000004,Phillipines,South Asia
PHL,2007,89.405,3.362,14.305,8.058,0.494,18034.7766,8952.569675,4322.55294,1059.98568,26.219,32369.884895000007,Phillipines,South Asia
PHL,2008,90.902,3.339,14.144,8.611,0.523,18211.306679999998,9000.025216000002,4696.542732000001,1141.0019040000002,26.617,33048.876532,Phillipines,South Asia
PHL,2009,92.414,3.053,14.214,8.744,0.525,16928.396520000002,9195.008172,4848.408095999999,1164.4164,26.535999999999998,32136.229188000005,Phillipines,South Asia
PHL,2010,93.96700000000001,3.185,14.368,9.324,0.527,17957.093700000005,9450.824992000002,5256.889848000001,1188.4946160000002,27.404000000000003,33853.30315600001,Phillipines,South Asia
PHL,2011,95.57,3.0389999999999997,14.140999999999998,9.755,0.52,17426.233799999998,9460.187589999998,5593.7121,1192.7136,27.455000000000002,33672.847089999996,Phillipines,South Asia
PHL,2012,97.213,2.93,14.012,10.538,0.499,17090.0454,9535.039891999999,6146.583564,1164.2228879999998,27.979,33935.89174399999,Phillipines,South Asia
PHL,2013,98.87200000000001,2.853,14.189,10.824000000000002,0.494,16924.908960000004,9820.263656000001,6421.143168000002,1172.2264320000002,28.360000000000003,34338.54221600001,Phillipines,South Asia
PHL,2014,100.51299999999999,3.07,14.04,11.522,0.494,18514.494599999995,9878.41764,6948.664715999999,1191.682128,29.125999999999998,36533.25908399999,Phillipines,South Asia
PHL,2015,102.113,3.011,14.356,12.217,0.49700000000000005,18447.73458,10261.539596,7485.087126,1218.0038640000002,30.081000000000003,37412.365165999996,Phillipines,South Asia
PHL,2016,103.664,3.136,14.855,12.540999999999999,0.501,19505.41824,10779.501040000001,7800.3013439999995,1246.455936,31.032999999999998,39331.67656,Phillipines,South Asia
PHL,2017,105.17299999999999,3.162,14.671,12.782,0.512,19953.421559999995,10800.951581,8065.927715999999,1292.365824,31.127,40112.666680999995,Phillipines,South Asia
PHL,2018,106.65100000000001,3.161,14.965,13.18,0.51,20227.42866,11172.225505000002,8433.961080000001,1305.4082400000002,31.816000000000003,41139.023485000005,Phillipines,South Asia
PRY,1990,4.223,14.26,21.868000000000002,5.162999999999999,0.715,3613.1988,646.4399480000001,130.82009399999998,72.46668,42.006,4462.925522,Paraguay,Latin America
PRY,1991,4.334,28.434,21.748,3.7880000000000003,0.6779999999999999,7393.977359999999,659.7908239999999,98.503152,70.52284799999998,54.647999999999996,8222.794183999998,Paraguay,Latin America
PRY,1992,4.445,31.769000000000002,22.256999999999998,4.003,0.643,8472.792300000001,692.5265549999999,106.76001000000002,68.59524,58.672,9340.674105000002,Paraguay,Latin America
PRY,1993,4.556,29.730999999999998,21.774,4.284,0.634,8127.266159999999,694.416408,117.10742399999998,69.324096,56.422999999999995,9008.114088,Paraguay,Latin America
PRY,1994,4.666,29.124000000000002,21.436,5.837999999999999,0.626,8153.555040000002,700.142632,163.440648,70.101984,57.024,9087.240304000003,Paraguay,Latin America
PRY,1995,4.777,29.971,21.325,6.246,0.58,8590.28802,713.086675,179.02285200000003,66.49584,58.122,9548.893387,Paraguay,Latin America
PRY,1996,4.888,28.546999999999997,18.596,6.231,0.5660000000000001,8372.264159999999,636.280736,182.74276799999998,66.39859200000001,53.940000000000005,9257.686255999999,Paraguay,Latin America
PRY,1997,4.998,27.789,18.491,6.473,0.562,8333.36532,646.9261260000001,194.112324,67.41302400000001,53.315,9241.816794,Paraguay,Latin America
PRY,1998,5.1080000000000005,26.480999999999998,18.305999999999997,6.579,0.586,8115.89688,654.549336,201.633192,71.83891200000001,51.95199999999999,9043.918319999999,Paraguay,Latin America
PRY,1999,5.216,30.244,18.111,7.106,0.5820000000000001,9465.16224,661.268832,222.38937599999997,72.85708800000002,56.043000000000006,10421.677536,Paraguay,Latin America
PRY,2000,5.3229999999999995,23.976999999999997,23.141,5.79,0.542,7657.774259999998,862.2568009999999,184.92102,69.241584,53.449999999999996,8774.193664999997,Paraguay,Latin America
PRY,2001,5.428,22.475,20.709,6.2139999999999995,0.529,7319.658,786.859164,202.37755199999998,68.91388800000001,49.927,8377.808604,Paraguay,Latin America
PRY,2002,5.532,27.416,21.326,6.105,0.523,9099.91872,825.828024,202.63716,69.437664,55.37000000000001,10197.821568,Paraguay,Latin America
PRY,2003,5.632999999999999,22.708000000000002,11.722000000000001,6.112,0.508,7674.849839999999,462.2101819999999,206.57337599999997,68.67753599999999,41.05000000000001,8412.310933999997,Paraguay,Latin America
PRY,2004,5.731,13.325,21.326,6.64,0.565,4581.934499999999,855.5351420000001,228.32303999999996,77.71235999999999,41.855999999999995,5743.505041999999,Paraguay,Latin America
PRY,2005,5.824,8.634,20.317,6.531000000000001,0.499,3017.06496,828.283456,228.219264,69.748224,35.981,4143.315904,Paraguay,Latin America
PRY,2006,5.912999999999999,9.424,20.47,6.968,0.509,3343.4467199999995,847.2737699999999,247.21070399999996,72.23320799999999,37.370999999999995,4510.164401999999,Paraguay,Latin America
PRY,2007,5.997999999999999,10.172,19.329,4.59,0.485,3660.6993599999996,811.5473939999999,165.18491999999998,69.81671999999999,34.576,4707.248393999999,Paraguay,Latin America
PRY,2008,6.081,10.299000000000001,18.505,5.521,0.466,3757.6931400000003,787.702335,201.439206,68.009904,34.791000000000004,4814.844585000001,Paraguay,Latin America
PRY,2009,6.164,10.061,18.382,5.33,0.493,3720.96024,793.1465360000001,197.12472000000002,72.932448,34.266000000000005,4784.163943999999,Paraguay,Latin America
PRY,2010,6.247999999999999,9.298,20.282,5.109,0.509,3485.63424,887.0535519999999,191.52619199999998,76.32556799999999,35.198,4640.539552,Paraguay,Latin America
PRY,2011,6.334,18.672,20.593000000000004,5.686,0.513,7096.106879999999,913.0524340000002,216.090744,77.984208,45.464,8303.234266,Paraguay,Latin America
PRY,2012,6.422000000000001,7.965,20.714000000000002,5.782,0.518,3069.0738,931.1771560000002,222.79202400000003,79.83830400000001,34.979,4302.881284,Paraguay,Latin America
PRY,2013,6.51,9.305,21.247,5.915,0.517,3634.5329999999994,968.22579,231.0399,80.77608000000001,36.984,4914.574769999999,Paraguay,Latin America
PRY,2014,6.6,11.714,21.471999999999998,5.893,0.515,4638.744,992.0063999999999,233.3628,81.576,39.594,5945.6892,Paraguay,Latin America
PRY,2015,6.689,9.808,21.668000000000003,5.827999999999999,0.49,3936.3427199999996,1014.5607640000002,233.900952,78.66264000000001,37.794000000000004,5263.467075999999,Paraguay,Latin America
PRY,2016,6.778,11.692,21.9,5.537000000000001,0.514,4754.9025599999995,1039.0674,225.178716,83.61340799999999,39.643,6102.762084,Paraguay,Latin America
PRY,2017,6.867000000000001,14.142999999999999,21.831,5.347,0.515,5827.19886,1049.3943390000002,220.30709400000006,84.87612000000001,41.836,7181.7764130000005,Paraguay,Latin America
PRY,2018,6.956,12.718,21.639,5.297999999999999,0.502,5307.98448,1053.646188,221.11732799999996,83.80588800000001,40.157000000000004,6666.553884,Paraguay,Latin America
RUS,1990,147.969413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Russia,East Europe
RUS,1991,148.39422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Russia,East Europe
RUS,1992,148.53819,20.201,0.0,8.808,2.068,180037.1985714,0.0,7849.946265119999,7372.247446079999,31.077,195259.3922826,Russia,East Europe
RUS,1993,148.45878000000002,18.901,14.679,8.631,2.206,168361.16404680003,15254.585021340003,7688.08638108,7860.001648320001,44.417,199163.83709754003,Russia,East Europe
RUS,1994,148.407906,17.954,13.219000000000001,10.484000000000002,1.882,159870.93265944,13732.628765898,9335.450919024,6703.288298207999,43.539,189642.30064257002,Russia,East Europe
RUS,1995,148.375796,15.605,12.514000000000001,10.863,1.73,138924.2577948,12997.422978008002,9670.837631688,6160.563049920001,40.711999999999996,167753.08145441598,Russia,East Europe
RUS,1996,148.160121,15.142000000000001,11.679,11.552999999999999,1.419,134606.43313092002,12112.534372113,10270.163267478,5045.741080776001,39.793,162034.87185128703,Russia,East Europe
RUS,1997,147.915371,15.255,11.827,12.408,1.2930000000000001,135386.9390763,12245.765649719,11012.003540208,4590.109792872,40.783,163234.81805909902,Russia,East Europe
RUS,1998,147.67078700000002,14.003,11.734000000000002,11.325,1.1420000000000001,124070.04182166001,12129.383102606003,10034.22997665,4047.360930096001,38.204,150281.01583101202,Russia,East Europe
RUS,1999,147.214777,11.95,10.714,11.312000000000001,0.8759999999999999,105552.995109,11040.813845446,9991.761344544002,3095.0434716479995,34.852,129680.613770638,Russia,East Europe
RUS,2000,146.596873,10.265,9.545,8.805,0.8540000000000001,90289.0140807,9794.870069494998,7744.7128005899995,3004.6495090079998,29.469,110833.246459793,Russia,East Europe
